paper_id,title,full_model_score_v2,value_norm,query_similarity,WTP,price,price_rank,scenario
W2097281067,TUBE,0.9047196390980728,1.0,0.0,1.0,0.5,1,Conservative
W2974598553,Too Much Data: Prices and Inefficiencies in Data Markets,0.38002030129142894,0.4200420604003648,0.09088956783496686,0.6636413936045245,0.19711126345849353,2,Conservative
W2168402580,Query-based data pricing,0.13753034169715844,0.15201432107107157,0.43060459659245276,0.8444511792678617,0.17159671233310367,3,Conservative
W3123243120,Nonrivalry and the Economics of Data,0.3426026684682703,0.3786837973472263,0.06266678688932102,0.5362741715437371,0.15151854462635764,4,Conservative
W2010653253,A survey of smart data pricing,0.0908852669016239,0.10045682991056616,0.43203720046973004,0.7060983806307957,0.13074109881772328,5,Conservative
W2180742472,Smart data pricing,0.046932720426327096,0.05187543013116744,0.5883349517716907,0.7622908966402826,0.12818409334794317,6,Conservative
W2293940046,Query-Based Data Pricing,0.039207965236915415,0.043337143953238774,0.43060459659245276,0.5485864341035053,0.09060892435846392,7,Conservative
W4323644227,A Survey of Data Pricing for Data Marketplaces,0.011320903361344541,0.012513161947750467,0.4146248205014179,0.44789105255513334,0.06914524452971978,8,Conservative
W2743929098,Data pricing strategy based on data quality,0.021107070538705225,0.023329957289030607,0.3410360160308301,0.3961913960719424,0.0626638043328153,9,Conservative
W3084177365,A Survey on Data Pricing: From Economics to Data Science,0.021995333790375913,0.024311767800578924,0.3291083604501962,0.3854249524127527,0.061093369543575714,10,Conservative
W4382600626,"We, the Data",0.00047268907563025216,0.0005224702274634849,0.39216926336000296,0.393511320644394,0.059098657378881383,11,Conservative
W1994174199,Smart data pricing: To share or not to share?,0.04016043145953046,0.04438991895828296,0.26467115626559745,0.3560559999327801,0.058940253933486286,12,Conservative
W2289113545,Smart data pricing models for the internet of things: a bundling strategy approach,0.04520851550849357,0.04996964093049041,0.2135725554720798,0.3062307720407585,0.051290400408374015,13,Conservative
W2910976764,Nonrivalry and the Economics of Data,0.13524926776660226,0.14949301631324602,0.06266678688932102,0.24963279118154297,0.05050634430077968,14,Conservative
W3195579788,Data pricing in machine learning pipelines,0.003968130026921448,0.00438603281661635,0.3008811348970386,0.3105458658398917,0.04705860240150716,15,Conservative
W2790400697,"A Survey on Big Data Market: Pricing, Trading and Protection",0.08735904585131782,0.09655924562266298,0.11374836841010076,0.2542414406107161,0.04672849269059384,16,Conservative
W4319769514,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",0.0023634453781512608,0.002612351137317425,0.27977729820816405,0.2853131555181603,0.04305784167893236,17,Conservative
W4210813858,Data Boundary and Data Pricing Based on the Shapley Value,0.0006302521008403362,0.0006966269699513133,0.2833942704375394,0.2848805777751566,0.0428015460890662,18,Conservative
W3121615946,Data Pricing for Blockchain-based Car Sharing: A Stackelberg Game Approach,0.02626575630252101,0.02903192897272098,0.2118647706863393,0.26550007155661076,0.04252280346038096,19,Conservative
W2950902070,"A Survey of Smart Data Pricing: Past Proposals, Current Plans, and Future Trends",0.03460905581623114,0.038253901342003994,0.19167387431325456,0.2592568695665342,0.042359685783702375,20,Conservative
W2342966760,Time and Location Aware Mobile Data Pricing,0.004493899102528042,0.004967173153230176,0.2666533713275521,0.27691859834988847,0.04201921567205706,21,Conservative
W2734445852,A First Look at Information Entropy-Based Data Pricing,0.0005291856584532414,0.0005849167361734225,0.27439998065374255,0.27562690195427614,0.04140046186890386,22,Conservative
