paper_id,title,full_model_score_final,value_norm,query_similarity,WTP,price,price_rank,scenario
W2097281067,TUBE,0.8623505170795709,1.0,0.0,1.0,0.5,1,Base Case
W2168402580,Query-based data pricing,0.15449936244535015,0.17916074657040434,0.43060459659245276,1.6575494677725229,0.35257115020910396,2,Base Case
W2974598553,Too Much Data: Prices and Inefficiencies in Data Markets,0.373583758267977,0.4332156714338766,0.09088956783496686,0.9299930883514909,0.28050961632239313,3,Base Case
W2180742472,Smart data pricing,0.043833646629329925,0.05083042888149078,0.5883349517716907,1.4667428758210819,0.24610574067606214,4,Base Case
W2010653253,A survey of smart data pricing,0.08682845653244732,0.1006881248549602,0.43203720046973004,1.3127706504574896,0.24317874287434027,5,Base Case
W2293940046,Query-Based Data Pricing,0.06157514234123375,0.07140384463357617,0.43060459659245276,1.1785876275272116,0.20624263487413458,6,Base Case
W3123243120,Nonrivalry and the Economics of Data,0.3371316068940663,0.39094498143955825,0.06266678688932102,0.7122726819167792,0.20430170293166774,7,Base Case
W4323644227,A Survey of Data Pricing for Data Marketplaces,0.011320903361344541,0.013127960309786581,0.4146248205014179,0.8859230268085825,0.13695908083800154,8,Base Case
W2743929098,Data pricing strategy based on data quality,0.033193895095481374,0.038492346717545374,0.3410360160308301,0.8255825913570383,0.13495990267622537,9,Base Case
W3084177365,A Survey on Data Pricing: From Economics to Data Science,0.02218103658861694,0.025721601772484646,0.3291083604501962,0.7516598761728392,0.11951584502707141,10,Base Case
W4382600626,"We, the Data",0.00047268907563025216,0.0005481403052102955,0.39216926336000296,0.7866063772629143,0.11814186632033677,11,Base Case
W1994174199,Smart data pricing: To share or not to share?,0.034061380399648566,0.03949830112585837,0.26467115626559745,0.6524731018931148,0.1068910179532512,12,Base Case
W3195579788,Data pricing in machine learning pipelines,0.0038847381838110744,0.004504825018215443,0.3008811348970386,0.6171104297242386,0.09353955553462398,13,Base Case
W2289113545,Smart data pricing models for the internet of things: a bundling strategy approach,0.038033161320397225,0.04410406275304387,0.2135725554720798,0.5466045128081519,0.09042829482811848,14,Base Case
W4319769514,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",0.0023634453781512608,0.0027407015260514775,0.27977729820816405,0.568429586487609,0.08580970151544014,15,Base Case
W4210813858,Data Boundary and Data Pricing Based on the Shapley Value,0.0006302521008403362,0.000730853740280394,0.2833942704375394,0.5691763527155457,0.08552204754052331,16,Base Case
W2734445852,A First Look at Information Entropy-Based Data Pricing,0.00037718071609058295,0.00043738678022475135,0.27439998065374255,0.5501974994799648,0.08261385211146956,17,Base Case
W2342966760,Time and Location Aware Mobile Data Pricing,0.003404729706598061,0.003948196979261392,0.2666533713275521,0.5456773399158482,0.08260565555616473,18,Base Case
W3121615946,Data Pricing for Blockchain-based Car Sharing: A Stackelberg Game Approach,0.02626575630252101,0.03045832962618542,0.2118647706863393,0.5058122471727897,0.0812640057295911,19,Base Case
W2790400697,"A Survey on Big Data Market: Pricing, Trading and Protection",0.08591898378872825,0.09963348091875769,0.11374836841010076,0.41779538488717993,0.07723855071091264,20,Base Case
