OpenAlex_ID,Title,DOI,PageRank_Score,Global_Citations,Is_Core
https://openalex.org/W2097281067,TUBE,10.1145/2342356.2342402,0.22536839818513696,231,True
https://openalex.org/W2974598553,Too Much Data: Prices and Inefficiencies in Data Markets,10.3386/w26296,0.10098094938744069,204,True
https://openalex.org/W3123243120,Nonrivalry and the Economics of Data,10.3386/w26260,0.09172714854806997,75,True
https://openalex.org/W2168402580,Query-based data pricing,10.1145/2213556.2213582,0.05749647384621888,104,True
https://openalex.org/W2010653253,A survey of smart data pricing,10.1145/2543581.2543582,0.027375248513035372,233,True
https://openalex.org/W2790400697,"A Survey on Big Data Market: Pricing, Trading and Protection",10.1109/access.2018.2806881,0.022851670743376278,348,True
https://openalex.org/W2293940046,Query-Based Data Pricing,10.1145/2770870,0.020514941354203564,122,True
https://openalex.org/W2533772775,A pricing model for Big Personal Data,10.1109/tst.2016.7590317,0.01633222064573651,61,True
https://openalex.org/W2950902070,"A Survey of Smart Data Pricing: Past Proposals, Current Plans, and Future Trends",10.48550/arxiv.1201.4197,0.014247798114161127,24,True
https://openalex.org/W1994174199,Smart data pricing: To share or not to share?,10.1109/infcomw.2014.6849296,0.013533702042685725,32,True
https://openalex.org/W3121615946,Data Pricing for Blockchain-based Car Sharing: A Stackelberg Game Approach,10.1109/globecom42002.2020.9322221,0.013007228503285234,33,True
https://openalex.org/W3215634159,Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,10.1109/jsyst.2021.3126620,0.01207421412761006,50,True
https://openalex.org/W2289113545,Smart data pricing models for the internet of things: a bundling strategy approach,10.1109/mnet.2016.7437020,0.01132152340757887,100,True
https://openalex.org/W2612128091,QIRANA,10.1145/3035918.3064017,0.010870942359707926,51,True
https://openalex.org/W2045522464,Understanding Mobile Traffic Patterns of Large Scale Cellular Towers in Urban Environment,10.1145/2815675.2815680,0.010558078490845372,116,True
https://openalex.org/W2743929098,Data pricing strategy based on data quality,10.1016/j.cie.2017.08.008,0.010067512394780024,93,True
https://openalex.org/W2018362551,The challenges of personal data markets and privacy,10.1007/s12525-015-0191-0,0.009005493887463082,265,True
https://openalex.org/W3084177365,A Survey on Data Pricing: From Economics to Data Science,10.1109/tkde.2020.3045927,0.008597033221235575,118,True
https://openalex.org/W2910976764,Nonrivalry and the Economics of Data,10.1257/aer.20191330,0.008478247375649568,711,True
https://openalex.org/W2920282816,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,10.1109/infocom.2019.8737571,0.00836890210716806,37,True
https://openalex.org/W2765365501,Pricing of Data Products in Data Marketplaces,10.1007/978-3-319-69191-6_4,0.008185418173572838,39,True
https://openalex.org/W2734426755,An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,10.1145/3084041.3084044,0.008164478068011337,61,True
https://openalex.org/W2473283431,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,10.1109/comst.2016.2582841,0.00783724958673177,352,True
https://openalex.org/W2150449738,The Pricing Behaviour of Italian Firms: New Survey Evidence on Price Stickiness,10.2139/ssrn.526996,0.007554960735628976,74,True
https://openalex.org/W2180742472,Smart data pricing,10.1145/2756543,0.0061309538209006805,47,True
https://openalex.org/W1841962286,A Priced Public Sensing Framework for Heterogeneous IoT Architectures,10.1109/tetc.2013.2278698,0.006056392867897012,95,True
https://openalex.org/W1998665878,When Network Effect Meets Congestion Effect,10.1145/2746285.2746315,0.006018412871064722,25,True
https://openalex.org/W1777686370,The Pricing Behaviour of Firms in the Euro Area: New Survey Evidence,10.2139/ssrn.1703429,0.0056597869484372905,322,True
https://openalex.org/W2759182208,Pricing privacy – the right to know the value of your personal data,10.1016/j.clsr.2017.08.006,0.005444039932462962,120,True
https://openalex.org/W3124517880,Optimal Sticky Prices under Rational Inattention,10.2139/ssrn.1333608,0.0053244875579514135,130,True
https://openalex.org/W2921968831,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,10.1109/access.2019.2904248,0.00513740077008788,60,False
https://openalex.org/W3021370403,TIDES: A Trust-Aware IoT Data Economic System With Blockchain-Enabled Multi-Access Edge Computing,10.1109/access.2020.2991267,0.005076657204876128,27,False
https://openalex.org/W2067195421,When Users Interfere with Protocols: Prospect Theory in Wireless Networks using Random Access and Data Pricing as an Example,10.1109/twc.2013.021214.130472,0.005076657204876128,78,False
https://openalex.org/W4226382147,"Smartphone App Usage Analysis: Datasets, Methods, and Applications",10.1109/comst.2022.3163176,0.005076657204876128,126,False
https://openalex.org/W2919782326,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,10.1109/infocom.2019.8737579,0.004653132783565904,46,False
https://openalex.org/W2327152018,AMUSE: Empowering Users for Cost-Aware Offloading with Throughput-Delay Tradeoffs,10.1109/tmc.2015.2456881,0.004481243374312783,31,False
https://openalex.org/W2126626399,The Price Is Right,10.1007/978-3-642-40173-2_31,0.0043572484007868275,43,False
https://openalex.org/W3209462287,Regulatory Spillovers and Data Governance: Evidence from the GDPR,10.1287/mksc.2021.1339,0.004240838188520853,109,False
https://openalex.org/W2916829860,ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets,10.1109/tmc.2019.2900243,0.004191433987646739,27,False
https://openalex.org/W3111554765,Optimal Sticky Prices under Rational Inattention,10.1257/aer.99.3.769,0.004158228070829092,973,False
https://openalex.org/W4243417153,Selling Cookies,10.1257/mic.20140155,0.004130601557043118,94,False
https://openalex.org/W4323644227,A Survey of Data Pricing for Data Marketplaces,10.1109/tbdata.2023.3254152,0.003910397717753807,56,False
https://openalex.org/W3096125752,Data Sharing and Market Power with Two-Sided Platforms,10.3386/w28023,0.003910397717753807,36,False
https://openalex.org/W3014121762,Advancing Data Monetization and the Creation of Data-based Business Models,10.17705/1cais.04702,0.003910397717753807,50,False
https://openalex.org/W3040491562,Subscription-Based Data-Sharing Model Using Blockchain and Data as a Service,10.1109/access.2020.3002823,0.003910397717753807,55,False
https://openalex.org/W2996741051,Dynamic Pricing for Revenue Maximization in Mobile Social Data Market With Network Effects,10.1109/twc.2019.2957092,0.003910397717753807,49,False
https://openalex.org/W2581979418,When Social Network Effect Meets Congestion Effect in Wireless Networks: Data Usage Equilibrium and Optimal Pricing,10.1109/jsac.2017.2659059,0.003852085026146746,106,False
https://openalex.org/W2342966760,Time and Location Aware Mobile Data Pricing,10.1109/tmc.2015.2503763,0.003852085026146746,41,False
https://openalex.org/W2310916783,Marketplaces for Digital Data: Quo Vadis?,10.5539/cis.v10n4p22,0.0035216445553796997,23,False
https://openalex.org/W3008256197,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,10.3386/w26900,0.0035216445553796997,35,False
https://openalex.org/W3195579788,Data pricing in machine learning pipelines,10.1007/s10115-022-01679-4,0.0035216445553796997,45,False
https://openalex.org/W3113404185,Blockchain Based Data and Energy Trading in Internet of Electric Vehicles,10.1109/access.2020.3048169,0.003327267974192646,95,False
https://openalex.org/W2011238498,Accounting for Incomplete Pass-Through,10.3386/w15255,0.003327267974192646,85,False
https://openalex.org/W2156471581,Prices and Market Shares in a Menu Cost Model,10.3386/w13455,0.003327267974192646,55,False
https://openalex.org/W4226305897,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,10.3390/jtaer16070180,0.003327267974192646,56,False
https://openalex.org/W2166180954,Temporary Price Changes and the Real Effects of Monetary Policy,10.3386/w14392,0.003327267974192646,54,False
https://openalex.org/W2934375453,Personal Data Market Optimization Pricing Model Based on Privacy Level,10.3390/info10040123,0.0031741964518514736,23,False
https://openalex.org/W3089176333,Towards Query Pricing on Incomplete Data,10.1109/tkde.2020.3026031,0.003076738221273567,29,False
https://openalex.org/W2942073230,Big Data Market Optimization Pricing Model Based on Data Quality,10.1155/2019/5964068,0.0030357031024120656,47,False
https://openalex.org/W2734445852,A First Look at Information Entropy-Based Data Pricing,10.1109/icdcs.2017.45,0.0030357031024120656,23,False
https://openalex.org/W4220799794,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,10.3390/jsan11020020,0.0027441382306314854,28,False
https://openalex.org/W4319769514,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",10.1016/j.eng.2022.12.008,0.0027441382306314854,36,False
https://openalex.org/W2993467838,Evaluation of big data frameworks for analysis of smart grids,10.1186/s40537-019-0270-8,0.0027441382306314854,34,False
https://openalex.org/W4281293246,Business model archetypes for data marketplaces in the automotive industry,10.1007/s12525-022-00547-x,0.0027441382306314854,34,False
https://openalex.org/W4289544372,The value of data in digital-based business models: Measurement and economic policy implications,10.1787/d960a10c-en,0.0027441382306314854,26,False
https://openalex.org/W4284704402,"A Taxonomy on Smart Healthcare Technologies: Security Framework, Case Study, and Future Directions",10.1155/2022/1863838,0.0027441382306314854,47,False
https://openalex.org/W4390728454,Pricing Game and Blockchain for Electricity Data Trading in Low-Carbon Smart Energy Systems,10.1109/tii.2023.3345450,0.0027441382306314854,88,False
https://openalex.org/W4322604225,Data and Markets,10.1146/annurev-economics-082322-023244,0.0027441382306314854,32,False
https://openalex.org/W2906578628,The Internet of Things: A Review of Enabled Technologies and Future Challenges,10.1109/access.2018.2886601,0.0027441382306314854,245,False
https://openalex.org/W3021125948,Contract Design in Hierarchical Game for Sponsored Content Service Market,10.1109/tmc.2020.2991060,0.0027441382306314854,32,False
https://openalex.org/W3127298136,A Model of the Data Economy,10.3386/w28427,0.0027441382306314854,133,False
https://openalex.org/W2954543879,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,10.1109/jsac.2019.2927067,0.0027441382306314854,28,False
https://openalex.org/W4386021011,What is the value of data? A review of empirical methods,10.1111/joes.12585,0.0027441382306314854,31,False
https://openalex.org/W2123954539,Microeconomic Evidence on Price-Setting,10.3386/w15826,0.0027441382306314854,307,False
https://openalex.org/W4382600626,"We, the Data",10.7551/mitpress/14703.001.0001,0.0027441382306314854,24,False
https://openalex.org/W4360991875,The Economics of Digital Privacy,10.1146/annurev-economics-082322-014346,0.0027441382306314854,69,False
https://openalex.org/W4288685807,New and emerging forms of data and technologies: literature and bibliometric review,10.1007/s11042-022-13451-5,0.0027441382306314854,48,False
https://openalex.org/W4281710558,Blockchain for Future Wireless Networks: A Decade Survey,10.3390/s22114182,0.0027441382306314854,36,False
https://openalex.org/W4293428560,Adoption of Federated Learning for Healthcare Informatics: Emerging Applications and Future Directions,10.1109/access.2022.3201876,0.0027441382306314854,68,False
https://openalex.org/W4388068877,Multi-Blockchain Based Data Trading Markets With Novel Pricing Mechanisms,10.1109/jas.2023.123963,0.0027441382306314854,36,False
https://openalex.org/W2994622980,Smart Contract-Based Data Commodity Transactions for Industrial Internet of Things,10.1109/access.2019.2959771,0.0027441382306314854,40,False
https://openalex.org/W2758203152,Incentivizing self-capping to increase cloud utilization,10.1145/3127479.3128611,0.0027441382306314854,22,False
https://openalex.org/W3202603574,"COVID-19 acceleration in digitalisation, aggregate productivity growth and the functional income distribution",10.1007/s10368-021-00511-8,0.0027441382306314854,28,False
https://openalex.org/W3206864493,Embedding European values in data governance: a case for public data commons,10.14763/2021.3.1572,0.0027441382306314854,47,False
https://openalex.org/W3210061505,Personal big data pricing method based on differential privacy,10.1016/j.cose.2021.102529,0.0027441382306314854,25,False
https://openalex.org/W4220901737,Data Market Design: A Systematic Literature Review,10.1109/access.2022.3161478,0.0027441382306314854,40,False
https://openalex.org/W4210813858,Data Boundary and Data Pricing Based on the Shapley Value,10.1109/access.2022.3147799,0.0027441382306314854,25,False
https://openalex.org/W3121561769,The Economic Consequences of Data Privacy Regulation: Empirical Evidence from GDPR,10.2139/ssrn.3522845,0.0027441382306314854,130,False
https://openalex.org/W2956647116,Smart Contract Based Data Trading Mode Using Blockchain and Machine Learning,10.1109/access.2019.2928325,0.0027441382306314854,106,False
https://openalex.org/W2982407593,Trading Private Range Counting over Big IoT Data,10.1109/icdcs.2019.00023,0.0027441382306314854,314,False
https://openalex.org/W1516789636,Debt Sustainability and Procyclical Fiscal Policies in Latin America,10.1353/eco.2007.0000,0.0027441382306314854,23,False
https://openalex.org/W3117086259,"Fintech: what’s old, what’s new?",10.1016/j.jfs.2020.100836,0.0027441382306314854,329,False
https://openalex.org/W4377287661,A Reference System Architecture with Data Sovereignty for Human-Centric Data Ecosystems,10.1007/s12599-023-00816-9,0.0027441382306314854,31,False
https://openalex.org/W3202764263,Regression markets and application to energy forecasting,10.1007/s11750-022-00631-7,0.0027441382306314854,32,False
https://openalex.org/W4312395603,Shaping future low-carbon energy and transportation systems: Digital technologies and applications,10.23919/ien.2022.0040,0.0027441382306314854,51,False
https://openalex.org/W2509511072,Understanding rollover data,10.1109/infcomw.2016.7562159,0.0027441382306314854,21,False
https://openalex.org/W4288391541,"Blockchain and AI-Empowered Healthcare Insurance Fraud Detection: an Analysis, Architecture, and Future Prospects",10.1109/access.2022.3194569,0.0027441382306314854,113,False
https://openalex.org/W2508874533,Smart Media Pricing (SMP): Non-uniform packet pricing game for wireless multimedia communications,10.1109/infcomw.2016.7562040,0.0027441382306314854,23,False
https://openalex.org/W4377865288,"The Dimensions of Data Labor: A Road Map for Researchers, Activists, and Policymakers to Empower Data Producers",10.1145/3593013.3594070,0.0027441382306314854,27,False
https://openalex.org/W3002742063,Monetization of Services Provided by Public Fog Nodes Using Blockchain and Smart Contracts,10.1109/access.2020.2968573,0.0027441382306314854,49,False
https://openalex.org/W3186955607,Pricing through health apps generated data—Digital dividend as a game changer: Discrete choice experiment,10.1371/journal.pone.0254786,0.0027441382306314854,23,False
https://openalex.org/W2190764372,Prospect Pricing in Cognitive Radio Networks,10.1109/tccn.2015.2488636,0.0027441382306314854,61,False
https://openalex.org/W2514159439,Big Data Driven Mobile Traffic Understanding and Forecasting: A Time Series Approach,10.1109/tsc.2016.2599878,0.0027441382306314854,247,False
https://openalex.org/W4310251148,Data monetization: insights from a technology-enabled literature review and research agenda,10.1007/s11301-022-00309-1,0.0027441382306314854,44,False
https://openalex.org/W4385311348,Evolving deep gated recurrent unit using improved marine predator algorithm for profit prediction based on financial accounting information system,10.1007/s40747-023-01183-4,0.0027441382306314854,49,False
