OpenAlex_ID,Title,Q_Score_new,Similarity,WTP_new,Optimal_Price_new,Q_Score_old,WTP_old,Optimal_Price_old,Q_Score_Change,WTP_Change,Price_Change,Price_Change_Percent,Self_Cite_Count
W2097281067,TUBE,0.7152175496792256,0.0,0.7152175496792256,0.3576087748396128,0.8714525486088712,0.8714525486088712,0.4357262743044356,-0.15623499892964565,-0.15623499892964565,-0.07811749946482283,-17.92811314615452,1.0
W2974598553,Too Much Data: Prices and Inefficiencies in Data Markets,0.4461279827317953,0.23228514627130842,2.7689794454448795,1.3844897227224398,0.4470016914437039,2.769853154156788,1.384926577078394,-0.0008737087119085607,-0.0008737087119086162,-0.0004368543559543081,-0.03154350296864726,0.0
W3123243120,Nonrivalry and the Economics of Data,0.3957496265079659,0.08551881486622336,1.2509377751701996,0.6254688875850998,0.3964922789156362,1.25168042757787,0.625840213788935,-0.0007426524076702967,-0.0007426524076703522,-0.0003713262038351761,-0.05933242953294883,0.0
W2168402580,Query-based data pricing,0.1461257096761739,0.4045383404790286,4.191509114466459,2.0957545572332297,0.1442707746957358,4.189654179486022,2.094827089743011,0.0018549349804380943,0.0018549349804377613,0.0009274674902188806,0.04427417875012589,0.0
W2910976764,Nonrivalry and the Economics of Data,0.1124984936701915,0.08551881486622336,0.9676866423324251,0.48384332116621254,0.1125124263723216,0.9677005750345552,0.4838502875172776,-1.393270213009834e-05,-1.3932702130126096e-05,-6.966351065063048e-06,-0.0014397740881396685,0.0
W2473283431,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,0.0956533839453811,0.17757163952190652,1.8713697791644461,0.9356848895822231,0.0934596325555572,1.8691760277746223,0.9345880138873112,0.002193751389823903,0.002193751389823806,0.001096875694911903,0.11736462255166047,1.0
W2790400697,"A Survey on Big Data Market: Pricing, Trading and Protection",0.0914350233419751,0.27380814778260976,2.8295165011680727,1.4147582505840364,0.0911349446285088,2.829216422454606,1.414608211227303,0.0003000787134663091,0.00030007871346660053,0.00015003935673330027,0.010606424842050597,0.0
W2010653253,A survey of smart data pricing,0.0812586684159115,0.41791854926613264,4.2604441610772374,2.1302220805386187,0.082258028123742,4.261443520785068,2.130721760392534,-0.0009993597078304939,-0.000999359707830827,-0.0004996798539154135,-0.023451201522593897,1.0
W1841962286,A Priced Public Sensing Framework for Heterogeneous IoT Architectures,0.07645639946255,0.1089473386128612,1.165929785591162,0.582964892795581,0.0349513961395358,1.1244247822681477,0.5622123911340738,0.041505003323014204,0.04150500332301421,0.020752501661507106,3.691220967159037,0.0
W2045522464,Understanding Mobile Traffic Patterns of Large Scale Cellular Towers in Urban Environment,0.0626679426007691,0.04726247583912265,0.5352927009919957,0.26764635049599783,0.0626679426007691,0.5352927009919957,0.2676463504959978,0.0,0.0,5.551115123125783e-17,2.0740485020021936e-14,0.0
W1777686370,The Pricing Behaviour of Firms in the Euro Area: New Survey Evidence,0.0604917059309272,0.11257716659192069,1.1862633718501339,0.5931316859250669,0.0604917059309272,1.186263371850134,0.5931316859250669,0.0,-2.220446049250313e-16,0.0,0.0,1.0
W2150449738,The Pricing Behaviour of Italian Firms: New Survey Evidence on Price Stickiness,0.0597687903774226,0.16607096508331082,1.7204784412105307,0.8602392206052654,0.0597687903774226,1.7204784412105307,0.8602392206052654,0.0,0.0,0.0,0.0,0.0
W2293940046,Query-Based Data Pricing,0.0536061623794019,0.4045383404790286,4.098989567169688,2.049494783584844,0.0535101377488395,4.098893542539125,2.0494467712695625,9.602463056240101e-05,9.602463056257449e-05,4.801231528128724e-05,0.0023426963780837913,1.0
W2612128091,QIRANA,0.0511338862504662,0.0,0.0511338862504662,0.0255669431252331,0.050959919625498,0.050959919625498,0.025479959812749,0.0001739666249681998,0.0001739666249681998,8.69833124840999e-05,0.3413793158361948,1.0
W2289113545,Smart data pricing models for the internet of things: a bundling strategy approach,0.0421235003679968,0.253468218747528,2.576805687843277,1.2884028439216384,0.0809048673817153,2.615587054856995,1.3077935274284975,-0.0387813670137185,-0.03878136701371826,-0.01939068350685913,-1.4827022079690861,0.0
W2018362551,The challenges of personal data markets and privacy,0.0411165008605075,0.1513463060088156,1.5545795609486635,0.7772897804743317,0.0412183696111096,1.5546814296992657,0.7773407148496329,-0.00010186875060209932,-0.00010186875060225198,-5.093437530112599e-05,-0.006552387431678351,0.0
W1994174199,Smart data pricing: To share or not to share?,0.0375381685901082,0.21315951033995786,2.1691332719896868,1.0845666359948434,0.0705023305517689,2.2020974339513475,1.1010487169756735,-0.032964161961660694,-0.03296416196166074,-0.01648208098083015,-1.4969438433298954,0.0
W2950902070,"A Survey of Smart Data Pricing: Past Proposals, Current Plans, and Future Trends",0.0323801323772222,0.19622651892029205,1.9946453215801427,0.9973226607900714,0.0603996700446338,2.0226648592475542,1.0113324296237771,-0.028019537667411602,-0.028019537667411498,-0.014009768833705749,-1.3852783143637037,2.0
W2743929098,Data pricing strategy based on data quality,0.0304826968923064,0.3634369910664579,3.664852607556885,1.8324263037784425,0.0290091181388439,3.663379028803423,1.8316895144017116,0.0014735787534625004,0.0014735787534618794,0.0007367893767309397,0.04022457796138002,0.0
W2533772775,A pricing model for Big Personal Data,0.0286867565773537,0.28893409756693955,2.9180277322467494,1.4590138661233747,0.0266842375283694,2.916025213197765,1.4580126065988823,0.0020025190489843005,0.002002519048984297,0.0010012595244923705,0.06867289898322736,0.0
W3215634159,Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,0.0286764705882352,0.19395869178557548,1.96826338844399,0.984131694221995,0.0286764705882352,1.96826338844399,0.984131694221995,0.0,0.0,0.0,0.0,0.0
W3121615946,Data Pricing for Blockchain-based Car Sharing: A Stackelberg Game Approach,0.026265756302521,0.23557743057240413,2.3820400620265625,1.1910200310132812,0.026265756302521,2.3820400620265625,1.1910200310132812,0.0,0.0,0.0,0.0,0.0
W3124517880,Optimal Sticky Prices under Rational Inattention,0.0247268554067681,0.09100776642768155,0.9348045196835836,0.4674022598417918,0.0247268554067681,0.9348045196835836,0.4674022598417918,0.0,0.0,0.0,0.0,0.0
W2734426755,An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,0.0237949093883346,0.21290825854927878,2.1528774948811225,1.0764387474405612,0.0268530633278482,2.1559356488206363,1.077967824410318,-0.0030581539395136,-0.003058153939513808,-0.001529076969756682,-0.1418481085549223,0.0
W2765365501,Pricing of Data Products in Data Marketplaces,0.0215525196462282,0.3800060913823307,3.821613433469535,1.9108067167347675,0.023595158659815,3.823656072483122,1.911828036241561,-0.0020426390135868007,-0.002042639013586811,-0.0010213195067934056,-0.05342109684724599,0.0
W3084177365,A Survey on Data Pricing: From Economics to Data Science,0.0208000394148318,0.33507631741517174,3.3715632135665494,1.6857816067832747,0.0211751744732485,3.3719383486249663,1.6859691743124832,-0.0003751350584167007,-0.00037513505841690886,-0.00018756752920845443,-0.011125205138162866,0.0
W2759182208,Pricing privacy – the right to know the value of your personal data,0.0168463962509055,0.1776677721511298,1.7935241177622037,0.8967620588811018,0.0169320668020568,1.7936097883133544,0.8968048941566772,-8.567055115129771e-05,-8.567055115071831e-05,-4.2835275575359155e-05,-0.004776431959109668,0.0
W1998665878,When Network Effect Meets Congestion Effect,0.0128499664424679,0.007887491960079695,0.09172488604326484,0.04586244302163242,0.0127407156782886,0.0916156352790855,0.0458078176395427,0.00010925076417929967,0.0001092507641793361,5.462538208972356e-05,0.11924903849287348,0.0
W2920282816,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,0.010380611173767,0.1532332413597721,1.542713024771488,0.771356512385744,0.0137771893810404,1.546109602978761,0.7730548014893807,-0.003396578207273399,-0.0033965782072731265,-0.0016982891036366743,-0.21968547383247877,2.0
W2180742472,Smart data pricing,0.0076629666998181,0.615968882213338,6.167351788833198,3.083675894416599,0.0063370086145686,6.166025830747949,3.0830129153739745,0.0013259580852495005,0.001325958085248935,0.0006629790426244675,0.02150425771226609,3.0
