Source_ID,Target_ID,Context_Text,LLM_Section,LLM_Sentiment,LLM_Relevance,Weight_Loc,Weight_Sent,Weight_Rel,Weight_Combined,Confidence,source_id,target_id,edge_id,alignment_status,reference_match_method,reference_match_score,num_mentions,use_filtered_semantic_score,filtered_weight_combined,filtered_q_mode
https://openalex.org/W4210813858,https://openalex.org/W2533772775,"t in the data markets. According to the type of sold products and the corresponding pricing mechanism, the related studies can be divided into: 1. Data based pricing. They sell datasets and allow buyers to value the data directly based on the data features, including data information entropy levels [16], [17], data quality levels [18], [19], the fresh and real time features [20], [21], and the amounts of data in the dataset [22]. Also, competitive data trading model [23] considered the willingness to sell of data providers and the willingness to pay of model buyers. They proved that the model has

... [另一次引用] ...

Data brokers in an open society,’’ Dept. Law, Inst. Inf. Law, Open Soc. Found., London, U.K., Nov. 2016, Tech. Rep., p. 64. [15] L. Chen, P. Koutris, and A. Kumar, ‘‘Towards model based pricing for machine learning in a data marketplace,’’ in Proc. Int. Conf. Manage. Data, Jun. 2019, pp. 1535 1552. [16] X. Li, J. Yao, X. Liu, and H. Guan, ‘‘A ﬁrst look at information entropy based data pricing,’’ in Proc. IEEE 37th Int. Conf. Distrib. Comput. Syst. (ICDCS), Jun. 2017, pp. 2053 2060. [17] Y. Shen, B. Guo, Y. Shen, X. Duan, X. Dong, and H. Zhang, ‘‘",Method,0.85,0.9,1.0,0.925,0.81,0.7492500000000001,0.9,W4210813858,W2533772775,W4210813858->W2533772775,high_confidence,title_exact,0.97,1,True,0.7492500000000001,keep_original
https://openalex.org/W4210813858,https://openalex.org/W2743929098,"t in the data markets. According to the type of sold products and the corresponding pricing mechanism, the related studies can be divided into: 1. Data based pricing. They sell datasets and allow buyers to value the data directly based on the data features, including data information entropy levels [16], [17], data quality levels [18], [19], the fresh and real time features [20], [21], and the amounts of data in the dataset [22]. Also, competitive data trading model [23] considered the willingness to sell of data providers and the willingness to pay of model buyers. They proved that the model has

... [另一次引用] ...

Data brokers in an open society,’’ Dept. Law, Inst. Inf. Law, Open Soc. Found., London, U.K., Nov. 2016, Tech. Rep., p. 64. [15] L. Chen, P. Koutris, and A. Kumar, ‘‘Towards model based pricing for machine learning in a data marketplace,’’ in Proc. Int. Conf. Manage. Data, Jun. 2019, pp. 1535 1552. [16] X. Li, J. Yao, X. Liu, and H. Guan, ‘‘A ﬁrst look at information entropy based data pricing,’’ in Proc. IEEE 37th Int. Conf. Distrib. Comput. Syst. (ICDCS), Jun. 2017, pp. 2053 2060. [17] Y. Shen, B. Guo, Y. Shen, X. Duan, X. Dong, and H. Zhang, ‘‘A pricing model for big personal data,’’ Tsinghua S",Method,0.85,0.9,1.0,0.925,0.81,0.7492500000000001,0.9,W4210813858,W2743929098,W4210813858->W2743929098,high_confidence,title_exact,0.97,1,True,0.7492500000000001,keep_original
https://openalex.org/W4210813858,https://openalex.org/W2910976764,"d data market. The associate editor coordinating the review of this manuscript and approving it for publication was Abdel Hamid Soliman . Data pricing is to price data as asset and ensure that data can be sold or purchased as a commodity in business and economic activities [3]. The data market [4], [5] is where we trade data for revenue. Perfect data pricing system and well designed data market can promote data transactions broadly. For data pricing systems, there are numerous ways to trade data or data products. A widely accepted approach for applications is to set prices to datasets directly ba

... [另一次引用] ...

adly. For data pricing systems, there are numerous ways to trade data or data products. A widely accepted approach for applications is to set prices to datasets directly based on their values. From an economic perspective, data value has been explored to study the impact on companies and industries [5] [7]. From a computer science perspective, data value focuses on data compensation [8], [9] and data fusion [10], [11]. It is crucial to measure data value cor rectly to avoid the ‘‘lemons’’ market and promote the devel opment of healthy share, exchange and reuse. However, the value of data is varie

... [另一次引用] ...

nomics to data science,’’ IEEE Trans. Knowl. Data Eng., early access, Dec. 21, 2020, doi: 10.1109/TKDE.2020.3045927. [4] C. L. Yeh, ‘‘Pursuing consumer empowerment in the age of big data: A comprehensive regulatory framework for data brokers,’’ Telecommun. Policy, vol. 42, no. 4, pp. 282 292, 2018. [5] P. Bajari, V. Chernozhukov, A. Hortaçsu, and J. Suzuki, ‘‘The impact of big data on ﬁrm performance: An empirical investigation,’’ AEA Papers Proc., vol. 109, pp. 33 37, May 2019. [6] M. Farboodi, R. Mihet, T. Philippon, and L. Veldkamp, ‘‘Big data and ﬁrm dynamics,’’ AEA Papers Proc., vol. 109, pp",Method,0.85,0.9,1.0,0.925,0.81,0.7492500000000001,0.9,W4210813858,W2910976764,W4210813858->W2910976764,high_confidence,title_exact,0.97,1,True,0.7492500000000001,keep_original
https://openalex.org/W4210813858,https://openalex.org/W3084177365,"transaction industry. Big data empowers business value, leads to signiﬁcant changes, and even becomes a driving factor for business model innovation. According to the report from International Data Corporation, the worldwide revenue of big data analysis markets will grow up to $260 billion in 2022 [1]. However, using data to generate business value in many scenarios needs further improvement. For small organizations, insufﬁcient data will hinder the establishment of better models and can not meet the needs of analysis, application and decision support [2]. Recent studies and prac tices have appr

... [另一次引用] ...

ng point zi 1: Initialize SVi = 0 for i = 1, . . . , N and t = 0 2: while Convergence criteria not met do 3: t ←t + 1 4: πt: Random permutation of train data points 5: vt 0 ←V(zi, A) 6: for j ∈{1, . . . , N} do 7: if V(D) −vt j−1 < Performance Tolerance then 8: vt j = vt j−1 9: else 10: vt j = V({πt[1], . . . , πt[j]}, A) 11: end if 12: SVπt[j] ←t−1 t SVπt−1[j] + 1 t (vt j −vt j−1) 13: end for 14: end while • Monotonicity: Given a function f : (R+)k →R+, it is monotone if and only if for any two vectors x, y ∈ (R+)k : x ≤y, we have f (x) ≤f (y); • Subadditivity: Given a function f : (R+)k →R+, it

... [另一次引用] ...

ods according to real time demand. It is necessary to explore the dynamic pricing mechanism with the utilize of machine learning. Finally, there is only one broker in our market, but multiple brokers co exist in practical applications, and the versions of models can be further optimized. REFERENCES [1] J. Y. Cheng and P. W. Dong, ‘‘Thinking of corporation ﬁnancial manage ment innovation in the era of big data,’’ in Proc. Int. Conf. Manage. Sci. Manage. Innov. Paris, France: Atlantis Press, 2015, pp. 450 455. [2] R. Raskar, P. Vepakomma, T. Swedish, and A. Sharan, ‘‘Data mar kets to support AI for",Discussion,0.6,0.7,0.6,0.8,0.4899999999999999,0.2351999999999999,0.85,W4210813858,W3084177365,W4210813858->W3084177365,high_confidence,title_exact,0.97,1,True,0.2351999999999999,keep_original
https://openalex.org/W3121561769,https://openalex.org/W2974598553,"Shriver (2019) studies changes in market concentration of web technology vendors as a result of GDPR. Degeling et al. (2018) show that a signiﬁcant number of websites responded to GDPR by updating their privacy policy statements and adding cookie consent, as was mandated by the policy. Utz et al. 4 Electronic copy available at: https://ssrn.com/abstract=3522845 (2019) showed that there was heterogeneity in the implementation of GDPR across websites that led to meaningful diﬀerences in whether consumers consented to data collection. Further, several other papers study the eﬀectiveness of previous data privacy regulations on online advertising. Te ﬁrst is the EU’

... [另一次引用] ...

xtent to which such regulation puts ﬁrms in these markets at a disadvantage relative to these larger ﬁrms. We believe that these insights and directions for future work are useful for the design of the many proposed regulations in the US and around the world that follow in the footsteps of GDPR. 31 Electronic copy available at: https://ssrn.com/abstract=3522845 References Abowd, John M, and Ian M Schmutte. 2019. “An economic analysis of privacy protection and statistical accuracy as social choices.” American Economic Review, 109(1): 171 202. Acemoglu, Daron, Ali Makhdoumi, Azarakhsh Malekian, and Asuman Ozdaglar. 2019. “",Discussion,0.65,0.8,0.6,0.825,0.6400000000000001,0.3168,0.9,W3121561769,W2974598553,W3121561769->W2974598553,failed,pdf_missing,0.0,0,False,0.3,fallback_default
https://openalex.org/W2956647116,https://openalex.org/W2790400697,"I. INTRODUCTION As many new technologies are integrated into our daily life, such as the mobile and the social network applications, and the smart systems based on the Internet of Things (IoT) (smart home, smart city, smart transportation, smart grid, etc.), a large amount of data will be collected [1]. We have entered the era of big data, the data sharing and trading is the trend of the times and the inevitable demand of the market. As people pay more and more attention to the economic value of big data in improving the utility efficiency and the decision making, the customer experience and othe

... [另一次引用] ...

resale contract is the solution to the problem of data resale, but signing a contract can not eliminate the problem of data resale. Therefore, we can design a smart contract to ensure that data will not be resold after sale, which will be the direction of further research in the future. REFERENCES [1] F. Liang, W. Yu, D. An, et al., “",Introduction,0.85,0.9,0.2,0.925,0.81,0.14985,0.95,W2956647116,W2790400697,W2956647116->W2790400697,failed,failed,0.5287150349650349,1,False,0.3,fallback_default
https://openalex.org/W2982407593,https://openalex.org/W2612128091,"hical decomposition with differential privacy guarantee based on spatial decomposition trees. The paradigm proposed in [20] can efﬁciently answer differentially private range counting by eliminating the dependence of querying sensitivity on the maximum height of the decom position tree. The work in [21] investigates the problem of releasing the degree distribution of a graph under differential privacy. To reduce Laplace noise volume, the work in [21] transfers high dimensional graph data to low dimensional data based on a graph projection approach. However, these studies mainly focus on reducing t

... [另一次引用] ...

erentially private range counting by eliminating the dependence of querying sensitivity on the maximum height of the decom position tree. The work in [21] investigates the problem of releasing the degree distribution of a graph under differential privacy. To reduce Laplace noise volume, the work in [21] transfers high dimensional graph data to low dimensional data based on a graph projection approach. However, these studies mainly focus on reducing the scale of noise introduced by privacy preservation, while they fail to demonstrate an unbiased estimator and cannot be applied directly for data in

... [另一次引用] ...

international conference on Knowledge discovery and data mining. ACM, 2012, pp. 213 221. [20] J. Zhang, X. Xiao, and X. Xie, “Privtree: A differentially private algorithm for hierarchical decompositions,” in Proceedings of the 2016 International Conference on Management of Data, 2016, pp. 155 170. [21] W. Y. Day, N. Li, and M. Lyu, “Publishing graph degree distribution with node differential privacy,” in Proceedings of the 2016 International Conference on Management of Data. ACM, 2016, pp. 123 138. [22] S. Deep and P. Koutris, “",Method,0.6,0.9,1.0,0.8,0.81,0.6480000000000001,0.9,W2982407593,W2612128091,W2982407593->W2612128091,failed,pdf_missing,0.0,0,False,0.3,fallback_default
https://openalex.org/W3117086259,https://openalex.org/W2910976764,"from large bank mergers. J. Bank. Financ. 18 (6), 1155 1176. Houston, J.F., James, C.M., Ryngaert, M.D., 2001. Where do merger gains come from? Bank mergers from the perspective of insiders and outsiders. J. Financ. Econ. 60 (2 3), 285 331. Infante, S., Vardoulakis, A., 2020. Collateral runs. Rev. Financ. Stud., forthcoming. Jaffee, D.M., Rosen, K.T., 1990. Mortgage securitization trends. J. Housing Res. 1 (1), 117 137. Jappelli, T., Pagano, M., 2002. Information sharing, lending and defaults: cross country evidence. J. Bank. Financ. 26 (10), 2017 2045. Jones, C.I., Tonetti, C., 2020.",Introduction,0.0,0.0,0.2,0.5,0.0,0.0,0.5,W3117086259,W2910976764,W3117086259->W2910976764,failed,pdf_missing,0.0,0,False,0.3,fallback_default
https://openalex.org/W3117086259,https://openalex.org/W2974598553,"technological dis ruption in ﬁnance. Claessens at al. (2018) document the rise of Fintech lending across countries, while Thakor (2020) compares credit provision by banks and non banks. The overview of Vives (2019) highlights the competitive challenge from large technology ﬁrms and its impact on business strategies, whereas Petralia et al. (2019) and Stulz (2019) discuss the impact of Fintech and Bigtech on banking. Compared to this literature, our analysis focuses on artic ulating the key dimensions of ﬁnancial innovation information and communication and on distinguishing pre existing trends from genuinely new developments in each of the

... [另一次引用] ...

describes the conversion of soft information into hard information that can be processed and transmitted (Liberti and Petersen, 2018). Another is the emergence of vast non ﬁnancial data on consumer choices and preferences. The scale of these new data enables the use of analytical tools such as machine learning and artiﬁcial intelligence (AI) to deliver new insights, including for ﬁnancial decision making (Athey and Imbens, 2019; Philippon, 2020). More generally, the diffusion of the internet and advances in computing have led to a massive increase in the overall availability of data, often at negligi ble cost. 3.1. Established trends Much of the recent surge in information related innovation in the ﬁnancial industry can b

... [另一次引用] ...

ge ﬁnancial sector risk seeking and myopia (Rajan, 2006). The nature of information also affects how collateral is used in credit markets. When lending is based on soft information, banks use collateral to alleviate asymmetric information and moral hazard problems (Cerqueiro et al., 2020). However, in the con text of repeated customer interaction, the use of collateral may become less critical over time and is possibly substituted by rep utation (Botsch and Vanasco, 2019; Boot and Thakor, 1994).3 3 Boot and Thakor (1994) analyze a setting with only moral hazard (and no learn ing). Borrowers initially accept secured contracts at above market terms, and over time (if successful) switch to below market unsecured loans. 3 A. Boot, P. Hoffmann, L. Laeven et al. Journal",Discussion,0.65,0.8,0.6,0.825,0.6400000000000001,0.3168,0.9,W3117086259,W2974598553,W3117086259->W2974598553,failed,pdf_missing,0.0,0,False,0.3,fallback_default
https://openalex.org/W4377287661,https://openalex.org/W2018362551,"The challenges of personal data markets and privacy Spiekermann S, Acquisti A, Bo¨hme R, Hui K-L (2015) The challenges of personal data markets and privacy. Electron Mark 25(2):161–167 Strauss A, Corbin JM (1990) Basics of qualitative research: grounded theory procedures and techniques. Sage, Newbury Park vom Brocke J, Winter R, Hevner A, Maedche A (2020) Accumulation and evolution of design knowledge in design science research: a journey through time and space. J Assoc Inf Syst 21(3):520–544 Wang P (2021) Connecting the parts with the whole: toward an information ecology theory of digital innovation ecosystems. MIS Q 45(1):397–422 Wang RY, Strong DM (1996) Beyond accuracy: what data quality means to data consumers. J Manag Inf Syst 12(4):5–33",Introduction,0.0,0.2,0.2,0.5,0.04,0.004,0.8,W4377287661,W2018362551,W4377287661->W2018362551,failed,pdf_missing,0.0,0,False,0.3,fallback_default
